#Columns,6
#Header_Rows,12
Field_Name,Sample_Name,IGSN,Material,Dissolved_Oxygen_mg_per_L,Elapsed_Minute,Methods_Deviation
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,11.82,44,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,11.77,46,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,11.68,48,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,11.66,50,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,11.55,52,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,11.45,54,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,11.57,56,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,11.27,58,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,11.34,60,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,11.18,62,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,11.18,64,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,11.08,66,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,11.11,68,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,11.02,70,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,11.01,72,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,10.95,74,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,10.82,76,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,10.85,78,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,10.78,80,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,10.73,82,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,10.5,84,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,10.56,86,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,10.54,88,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,10.48,90,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,10.48,92,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,10.48,94,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,10.29,96,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,10.33,98,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,10.3,100,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,10.3,102,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,10.23,104,N/A
N/A,EV_008_INC-D5,10.58052/IEWDR023F,Sediment,10.18,106,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,8.82,0,RATE_004
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,4.61,2,RATE_006
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,3.25,4,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,3.07,6,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,3.01,8,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,2.68,10,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,2.66,12,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,2.53,14,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,2.37,16,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,2.15,18,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,2.1,20,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,1.95,22,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,1.77,24,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,1.62,26,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,1.5,28,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,1.49,30,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,1.33,32,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,1.2,34,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,1.07,36,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,0.99,38,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,0.93,40,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,0.9,42,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,0.76,44,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,0.66,46,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,0.63,48,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,0.63,50,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,0.5,52,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,0.46,54,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,0.38,56,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,0.35,58,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,0.34,60,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,0.25,62,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,0.2,64,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,0.15,66,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,0.12,68,N/A
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|0.08_mg_per_L_Raw_Not_Corrected|0.08mg_per_L_Final_Corrected,70,DTL_003
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|0.06_mg_per_L_Raw_Not_Corrected|0.06mg_per_L_Final_Corrected,72,DTL_003
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,74,DTL_003
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,76,DTL_003
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,78,DTL_003
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,80,DTL_003
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,82,DTL_003
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,84,DTL_003
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,86,DTL_003
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,88,DTL_003
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,90,DTL_003
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,92,DTL_003
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,94,DTL_003
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,96,DTL_003
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,98,DTL_003
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,100,DTL_003
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,102,DTL_003
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,104,DTL_003
N/A,EV_008_INC-W1,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,106,DTL_003
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,8.82,0,RATE_004
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,4.04,2,RATE_006
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,3.76,4,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,3.78,6,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,3.61,8,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,3.6,10,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,3.68,12,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,3.25,14,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,3.15,16,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,2.99,18,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,2.82,20,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,2.73,22,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,2.61,24,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,2.45,26,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,2.36,28,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,2.25,30,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,2.08,32,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,2.01,34,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,1.96,36,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,1.86,38,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,1.75,40,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,1.72,42,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,1.61,44,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,1.49,46,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,1.44,48,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,1.42,50,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,1.33,52,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,1.23,54,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,1.21,56,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,1.14,58,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,1.06,60,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,1.06,62,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,1,64,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,0.93,66,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,0.92,68,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,0.87,70,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,0.8,72,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,0.76,74,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,0.76,76,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,0.72,78,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,0.64,80,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,0.67,82,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,0.61,84,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,0.54,86,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,0.53,88,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,0.52,90,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,0.47,92,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,0.46,94,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,0.42,96,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,0.4,98,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,0.38,100,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,0.38,102,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,0.34,104,N/A
N/A,EV_008_INC-W2,10.58052/IEWDR023F,Sediment,0.3,106,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,8.82,0,RATE_004
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,4.76,2,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,2.96,4,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,2.44,6,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,2.1,8,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,1.91,10,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,1.8,12,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,1.67,14,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,1.58,16,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,1.58,18,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,1.46,20,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,1.4,22,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,1.26,24,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,1.23,26,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,1.1,28,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,1.04,30,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,0.9,32,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,0.92,34,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,0.77,36,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,0.74,38,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,0.6,40,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,0.6,42,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,0.49,44,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,0.44,46,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,0.39,48,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,0.34,50,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,0.27,52,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,0.25,54,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,0.23,56,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,0.14,58,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,0.13,60,N/A
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|0.03_mg_per_L_Raw_Not_Corrected|0.03mg_per_L_Final_Corrected,62,DTL_003
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|0.03_mg_per_L_Raw_Not_Corrected|0.03mg_per_L_Final_Corrected,64,DTL_003
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,66,DTL_003
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,68,DTL_003
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,70,DTL_003
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,72,DTL_003
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,74,DTL_003
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,76,DTL_003
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,78,DTL_003
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,80,DTL_003
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,82,DTL_003
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,84,DTL_003
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,86,DTL_003
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,88,DTL_003
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,90,DTL_003
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,92,DTL_003
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,94,DTL_003
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,96,DTL_003
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,98,DTL_003
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,100,DTL_003
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,102,DTL_003
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,104,DTL_003
N/A,EV_008_INC-W3,10.58052/IEWDR023F,Sediment,DO_Below_0.097_mg_per_L_LOD|Negative_Value_Raw_Not_Corrected|-9999_mg_per_L_Final_Corrected,106,DTL_003
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,8.82,0,RATE_004
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,7.28,2,RATE_006
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,6.67,4,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,6.54,6,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,6.77,8,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,6.68,10,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,6.48,12,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,6.58,14,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,6.44,16,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,6.38,18,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,6.33,20,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,6.16,22,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,6.21,24,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,6.17,26,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,6.06,28,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.93,30,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.9,32,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.9,34,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.75,36,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.79,38,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.78,40,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.69,42,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.7,44,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.57,46,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.58,48,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.62,50,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.53,52,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.54,54,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.41,56,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.36,58,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.46,60,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.34,62,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.38,64,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.25,66,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.36,68,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.27,70,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.29,72,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.21,74,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.08,76,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.17,78,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.18,80,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.12,82,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.04,84,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,4.96,86,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5.03,88,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,4.93,90,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,5,92,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,4.89,94,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,4.82,96,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,4.93,98,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,4.8,100,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,4.83,102,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,4.83,104,N/A
N/A,EV_008_INC-W4,10.58052/IEWDR023F,Sediment,4.77,106,N/A
N/A,EV_008_INC-W5,10.58052/IEWDR023F,Sediment,8.82,0,RATE_004
N/A,EV_008_INC-W5,10.58052/IEWDR023F,Sediment,6.03,2,RATE_006
N/A,EV_008_INC-W5,10.58052/IEWDR023F,Sediment,3.24,4,N/A
N/A,EV_008_INC-W5,10.58052/IEWDR023F,Sediment,2.8,6,N/A
N/A,EV_008_INC-W5,10.58052/IEWDR023F,Sediment,2.47,8,N/A
N/A,EV_008_INC-W5,10.58052/IEWDR023F,Sediment,2.31,10,N/A
N/A,EV_008_INC-W5,10.58052/IEWDR023F,Sediment,2.16,12,N/A
N/A,EV_008_INC-W5,10.58052/IEWDR023F,Sediment,1.98,14,N/A
N/A,EV_008_INC-W5,10.58052/IEWDR023F,Sediment,1.81,16,N/A
N/A,EV_008_INC-W5,10.58052/IEWDR023F,Sediment,1.74,18,N/A
N/A,EV_008_INC-W5,10.58052/IEWDR023F,Sediment,1.62,20,N/A
N/A,EV_008_INC-W5,10.58052/IEWDR023F,Sediment,1.47,22,N/A
N/A,EV_008_INC-W5,10.58052/IEWDR023F,Sediment,1.35,24,N/A
N/A,EV_008_INC-W5,10.58052/IEWDR023F,Sediment,1.22,26,N/A
N/A,EV_008_INC-W5,10.58052/IEWDR023F,Sediment,1.15,28,N/A
N/A,EV_008_INC-W5,10.58052/IEWDR023F,Sediment,1.04,30,N/A
N/A,EV_008_INC-W5,10.58052/IEWDR023F,Sediment,0.92,32,N/A
N/A,EV_008_INC-W5,10.58052/IEWDR023F,Sediment,0.81,34,N/A
N/A,EV_008_INC-W5,10.58052/IEWDR023F,Sediment,0.76,36,N/A
